dialect_id,dialect_name,word_id,concept,othography,english,ipa_no_tone,ipa_with_tone,ipa_converted_no_tone,ipa_converted_with_tone
BJ,Beijing,74,丈夫,男人,,nan ʐən,nan35 ʐən3,nanʐən,nan35ʐən3
BJ,Beijing,75,妻子,媳妇儿,,ɕi fər,ɕi35 fər3,ɕifər,ɕi35fər3
BJ,Beijing,76,儿子,儿子,,ər tsɿ,ər35 tsɿ3,ərt͡sɹ̩,ər35t͡sɹ̩3
BJ,Beijing,77,女儿,闺女,,kuei ny,kuei55 ny2,kueiny,kuei55ny2
BJ,Beijing,78,早饭,早上饭,,tsɑu tʂˈɑŋ fan,tsɑu21421 tʂˈɑŋ4 fan51,t͡sɑutʂʰɑŋfan,t͡sɑu21421tʂʰɑŋ4fan51
BJ,Beijing,79,午饭,晌午饭,,ʂɑŋ u fan,ʂɑŋ21435 u2 fan51,ʂɑŋufan,ʂɑŋ21435u2fan51
BJ,Beijing,80,晚饭,晚饭,,uan fan,uan21421 fan51,uanfan,uan21421fan51
BJ,Beijing,81,面条,面条儿,,mian tˈiɑur,mian51 tˈiɑur35,miantʰiɑur,mian51tʰiɑur35
BJ,Beijing,82,馒头,馒头,,man tˈou,man35 tˈou3,mantʰou,man35tʰou3
BJ,Beijing,83,包子,包子,,pɑu tsɿ,pɑu55 tsɿ2,pɑut͡sɹ̩,pɑu55t͡sɹ̩2
BJ,Beijing,84,馄饨,馄饨,,xun tˈun,xun35 tˈun3,xuntʰun,xun35tʰun3
BJ,Beijing,85,醋,醋,,tsˈu,tsˈu51,t͡sʰu,t͡sʰu51
BJ,Beijing,86,酱油,酱油,,tɕiɑŋ iou,tɕiɑŋ51 iou35,t͡ɕiɑŋiou,t͡ɕiɑŋ51iou35
BJ,Beijing,87,盐,盐,,ian,ian35,ian,ian35
BJ,Beijing,88,筷子,筷子,,kˈuai tsɿ,kˈuai51 tsɿ1,kʰuait͡sɹ̩,kʰuai51t͡sɹ̩1
BJ,Beijing,89,勺儿,勺子,,ʂɑu tsɿ,ʂɑu35 tsɿ3,ʂɑut͡sɹ̩,ʂɑu35t͡sɹ̩3
BJ,Beijing,90,男人,爷们儿,,iɛ mər,iɛ35 mər3,iɛmər,iɛ35mər3
BJ,Beijing,91,女人,女人,,ny ʐən,ny21421 ʐən35,nyʐən,ny21421ʐən35
BJ,Beijing,92,男孩子,男孩儿,,nan xar,nan35 xar35,nanxar,nan35xar35
BJ,Beijing,93,女孩子,女孩儿,,ny xar,ny21421 xar35,nyxar,ny21421xar35
BJ,Beijing,94,老头儿,老头儿,,lɑu tˈour,lɑu21421 tˈour35,lɑutʰour,lɑu21421tʰour35
BJ,Beijing,95,医生,医生,,i ʂəŋ,i55 ʂəŋ2,iʂəŋ,i55ʂəŋ2
BJ,Beijing,96,厨师,大师傅,,ta ʂʅ fu,ta51 ʂʅ1 fu1,taʂɻ̩fu,ta51ʂɻ̩1fu1
BJ,Beijing,97,乞丐,要饭的,,iɑu fan tə,iɑu51 fan51 tə1,iɑufantə,iɑu51fan51tə1
BJ,Beijing,98,保姆,保姆,,pɑu mu,pɑu21435 mu214,pɑumu,pɑu21435mu214
BJ,Beijing,99,病了,病了,,piŋ lə,piŋ51 lə1,piŋlə,piŋ51lə1
BJ,Beijing,100,伤风,伤风,,ʂɑŋ fəŋ,ʂɑŋ55 fəŋ55,ʂɑŋfəŋ,ʂɑŋ55fəŋ55
BJ,Beijing,101,泻肚,闹肚子,,nɑu tu tsɿ,nɑu51 tu51 tsɿ1,nɑutut͡sɹ̩,nɑu51tu51t͡sɹ̩1
BJ,Beijing,102,瘸子,瘸子,,tɕˈyɛ tsɿ,tɕˈyɛ35 tsɿ2,t͡ɕʰyɛt͡sɹ̩,t͡ɕʰyɛ35t͡sɹ̩2
BJ,Beijing,103,驼背,罗锅儿,,luo kuor,luo35 kuor55,luokuor,luo35kuor55
BJ,Beijing,104,死了,嗝儿了,,kɤr lə,kɤr21421 lə4,kɤrlə,kɤr21421lə4
BJ,Beijing,105,看病,瞧病,,tɕˈiɑu piŋ,tɕˈiɑu35 piŋ51,t͡ɕʰiɑupiŋ,t͡ɕʰiɑu35piŋ51
BJ,Beijing,106,我,我,,uo,uo214,uo,uo214
BJ,Beijing,107,你,你,,ni,ni214,ni,ni214
BJ,Beijing,108,他,他,,tˈa,tˈa55,tʰa,tʰa55
BJ,Beijing,109,我们,我们,,uom,uom214,uom,uom214
BJ,Beijing,110,你们,你们,,nim,nim214,nim,nim214
BJ,Beijing,111,他们,他们,,tˈam,tˈam55,tʰam,tʰam55
BJ,Beijing,112,咱们,咱们,,tsam,tsam35,t͡sam,t͡sam35
BJ,Beijing,113,自己,自个儿,,tsɿ kɤr,tsɿ51 kɤr214,t͡sɹ̩kɤr,t͡sɹ̩51kɤr214
BJ,Beijing,114,谁,谁,,ʂei,ʂei35,ʂei,ʂei35
BJ,Beijing,115,什么,什么,,ʂəm,ʂəm35,ʂəm,ʂəm35
BJ,Beijing,116,这里,这儿,,tʂɤr,tʂɤr51,tʂɤr,tʂɤr51
BJ,Beijing,117,那里,那儿,,nar,nar51,nar,nar51
BJ,Beijing,118,哪里,哪儿,,nar,nar214,nar,nar214
BJ,Beijing,119,这个,这个,,tʂɤ kə,tʂɤ51 kə1,tʂɤkə,tʂɤ51kə1
BJ,Beijing,120,那个,那个,,na kə,na51 kə1,nakə,na51kə1
BJ,Beijing,121,哪一个,哪个,,na kə,na21421 kə4,nakə,na21421kə4
BJ,Beijing,122,怎么样,怎么样,,tsən mo iɑŋ,tsən21421 mo4 iɑŋ51,t͡sənmoiɑŋ,t͡sən21421mo4iɑŋ51
BJ,Beijing,123,上头,上头,,ʂɑŋ tˈou,ʂɑŋ51 tˈou1,ʂɑŋtʰou,ʂɑŋ51tʰou1
BJ,Beijing,124,下头,下头,,ɕia tˈou,ɕia51 tˈou1,ɕiatʰou,ɕia51tʰou1
BJ,Beijing,125,左边,左边儿,,tsuo piar,tsuo21421 piar4,t͡suopiar,t͡suo21421piar4
BJ,Beijing,126,右边,右边儿,,iou piar,iou51 piar4,ioupiar,iou51piar4
BJ,Beijing,127,当中,当间儿,,tɑŋ tɕiar,tɑŋ55 tɕiar51,tɑŋt͡ɕiar,tɑŋ55t͡ɕiar51
BJ,Beijing,128,里面,里头,,li tˈou,li21421 tˈou4,litʰou,li21421tʰou4
BJ,Beijing,129,外面,外头,,uai tˈou,uai51 tˈou1,uaitʰou,uai51tʰou1
BJ,Beijing,130,甜,甜,,tˈian,tˈian35,tʰian,tʰian35
BJ,Beijing,131,酸,酸,,suan,suan55,suan,suan55
BJ,Beijing,132,咸,咸,,ɕian,ɕian35,ɕian,ɕian35
BJ,Beijing,133,淡,淡,,tan,tan51,tan,tan51
BJ,Beijing,134,胖,胖,,pˈɑŋ,pˈɑŋ51,pʰɑŋ,pʰɑŋ51
BJ,Beijing,135,瘦,瘦,,ʂou,ʂou51,ʂou,ʂou51
BJ,Beijing,136,冷,冷,,ləŋ,ləŋ214,ləŋ,ləŋ214
BJ,Beijing,137,热,热,,ʐɤ,ʐɤ51,ʐɤ,ʐɤ51
BJ,Beijing,138,香,香,,ɕiɑŋ,ɕiɑŋ55,ɕiɑŋ,ɕiɑŋ55
BJ,Beijing,139,臭,臭,,tʂˈou,tʂˈou51,tʂʰou,tʂʰou51
BJ,Beijing,140,粗,粗,,tsˈu,tsˈu55,t͡sʰu,t͡sʰu55
BJ,Beijing,141,细,细,,ɕi,ɕi51,ɕi,ɕi51
BJ,Beijing,142,长,长,,tʂˈɑŋ,tʂˈɑŋ35,tʂʰɑŋ,tʂʰɑŋ35
BJ,Beijing,143,短,短,,tuan,tuan214,tuan,tuan214
BJ,Beijing,144,脏,脏,,tsɑŋ,tsɑŋ55,t͡sɑŋ,t͡sɑŋ55
BJ,Beijing,145,干净,干净,,kan tɕiŋ,kan55 tɕiŋ2,kant͡ɕiŋ,kan55t͡ɕiŋ2
BJ,Beijing,146,便宜,便宜,,pˈian i,pˈian35 i3,pʰiani,pʰian35i3
BJ,Beijing,147,刚(来),刚,,kɑŋ,kɑŋ55,kɑŋ,kɑŋ55
BJ,Beijing,148,刚(合适),刚,,kɑŋ,kɑŋ55,kɑŋ,kɑŋ55
BJ,Beijing,149,正好,正好,,tʂəŋ xaur,tʂəŋ51 xaur214,tʂəŋxaur,tʂəŋ51xaur214
BJ,Beijing,150,和,和,,xɤ,xɤ35,xɤ,xɤ35
BJ,Beijing,151,只,只,,tʂʅ,tʂʅ214,tʂɻ̩,tʂɻ̩214
BJ,Beijing,152,从,从,,tsˈuŋ,tsˈuŋ35,t͡sʰuŋ,t͡sʰuŋ35
BJ,Beijing,153,替,替,,tˈi,tˈi51,tʰi,tʰi51
BJ,Beijing,154,拿,拿,,na,na35,na,na35
BJ,Beijing,155,故意,故意,,ku i,ku51 i51,kui,ku51i51
BJ,Beijing,156,一,一,,i,i55,i,i55
BJ,Beijing,157,二,二,,ər,ər51,ər,ər51
BJ,Beijing,158,三,三,,san,san55,san,san55
BJ,Beijing,159,四,四,,sɿ,sɿ51,sɹ̩,sɹ̩51
BJ,Beijing,160,五,五,,u,u214,u,u214
BJ,Beijing,161,六,六,,liou,liou51,liou,liou51
BJ,Beijing,162,七,七,,tɕˈi,tɕˈi55,t͡ɕʰi,t͡ɕʰi55
BJ,Beijing,163,八,八,,pa,pa55,pa,pa55
BJ,Beijing,164,九,九,,tɕiou,tɕiou214,t͡ɕiou,t͡ɕiou214
BJ,Beijing,165,十,十,,ʂʅ,ʂʅ35,ʂɻ̩,ʂɻ̩35
BJ,Beijing,166,十一,十一,,ʂʅ i,ʂʅ35 i55,ʂɻ̩i,ʂɻ̩35i55
